product_id,market_name,domain,product_name,vender_name,price,is_available,measure,product_url,category_name,subcategory_name,category_url
54536,okey,https://www.okeydostavka.ru,Грудка цыпленка охлажденная Северная ПФ кг,"ОАО ""ПТИЦЕФАБРИКА ""СЕВЕРНАЯ""",246.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/grudka-tsyplenka-okhlazhdennaia-severnaia-pf-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54539,okey,https://www.okeydostavka.ru,Крыло цыпленка охлажденное Северная ПФ кг,"ОАО ""ПТИЦЕФАБРИКА ""СЕВЕРНАЯ""",245.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/krylo-tsyplenka-okhlazhdennoe-severnaia-pf-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54540,okey,https://www.okeydostavka.ru,Окорок цыпленка охлажденный ПФ Северная кг,"ОАО ""ПТИЦЕФАБРИКА ""СЕВЕРНАЯ""",218.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/okorok-tsyplenka-okhlazhdennyi-pf-severnaia-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54542,okey,https://www.okeydostavka.ru,Филе цыпленка охлажденное Северная ПФ кг,"ОАО ""ПТИЦЕФАБРИКА ""СЕВЕРНАЯ""",379.9,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-tsyplenka-okhlazhdennoe-severnaia-pf-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54779,okey,https://www.okeydostavka.ru,Бедро цыпленка охлажденное Куромяки кг,"ПАО ""Птицефабрика Роскар""",267.9,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/bedro-tsyplenka-okhlazhdennoe-kuromiaki-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54780,okey,https://www.okeydostavka.ru,Голень цыпленка охлажденная Куромяки кг,"ПАО ""Птицефабрика Роскар""",357.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/golen-tsyplenka-okhlazhdennaia-kuromiaki-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54786,okey,https://www.okeydostavka.ru,Филе цыпленка охлажденное Куромяки кг,"ПАО ""Птицефабрика Роскар""",480.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-tsyplenka-okhlazhdennoe-kuromiaki-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
55239,okey,https://www.okeydostavka.ru,Филе грудки индейки охлажденное ГВУ Индилайт кг,"ООО ""Крестьянское хозяйство Макарова И.М.""",581.9,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-grudki-indeiki-okhlazhdennoe-gvu-indilait-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
390480,okey,https://www.okeydostavka.ru,Филе бедра индейки п/ф охлажденный вал кг,"Филе бедра индейки охлажденное п/ф, 422 г.",464.5,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-bedra-indeiki-p-f-okhlazhdennyi-val-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
472916,okey,https://www.okeydostavka.ru,Голень индейки на кости п/ф охлажденный вал кг,"ООО ""ОКЕЙ""",209.5,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/golen-indeiki-na-kosti-p-f-okhlazhdennyi-val-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
785205,okey,https://www.okeydostavka.ru,Окорок цыпленка охлажденный Приосколье 820г,"ЗАО ""Приосколье""",218.4,"0,82",кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/okorok-tsyplenka-okhlazhdennyi-prioskol-e-820g,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
785208,okey,https://www.okeydostavka.ru,Бедро цыпленка охлажденное Приосколье 834г,"ЗАО ТД ""Приосколье"", Россия",201.5,"0,834",кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/bedro-tsyplenka-okhlazhdennoe-prioskol-e-834g,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
785210,okey,https://www.okeydostavka.ru,Окорок цыпленка б/к охлажденный Приосколье 834г,"ЗАО ТД ""Приосколье"", Россия",368.4,"0,834",кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/okorok-tsyplenka-b-k-okhlazhdennyi-prioskol-e-834g,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
785211,okey,https://www.okeydostavka.ru,Филе цыпленка охлажденное Приосколье 834г,"ЗАО ТД ""Приосколье"", Россия",368.4,"0,834",кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-tsyplenka-okhlazhdennoe-prioskol-e-834g,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
785213,okey,https://www.okeydostavka.ru,Голень цыпленка охлажденная Приосколье 900г,"ЗАО ТД ""Приосколье"", Россия",273.4,"0,9",кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/golen-tsyplenka-okhlazhdennaia-prioskol-e-900g,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
790609,okey,https://www.okeydostavka.ru,Филе бедра цыпленка охлажденное Петелинка кг,ТД Петелино,379.5,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-bedra-tsyplenka-okhlazhdennoe-petelinka-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
